.tabfm_row_id,round_tier,position,height_inches,weight_lbs,bmi_proxy,weight_position_pct,height_position_pct,sophomore_feature_coverage,school_drafts_prior_5y,school_position_drafts_prior_5y,so_defensive_tot_pct,so_rushing_yds_pct,so_rush_yds_share_pct,so_defensive_solo_pct,so_receiving_yds_pct,so_rec_yds_share_pct,so_defensive_tfl_pct,so_defensive_pd_pct,so_defensive_sacks_pct,so_rush_share_pct,so_defensive_qb_hur_pct,so_receiving_td_pct,so_interceptions_int_pct,so_rushing_td_pct,so_passing_yds_pct,so_passing_td_pct,so_rec_td_share_pct,stars,recruit_rank,recruit_rating,recruit_rank_pct,recruit_rating_pct,years_since_recruit,blue_chip,power_conference,has_recruiting,has_sophomore_stats,has_junior_stats,junior_feature_coverage,transfer_or_school_mismatch
1,R6_7,ILB,73,232,30.605366860574218,0.7692307692307693,0.15384615384615385,0.9512195121951219,8,1,0,0.8,0.8,0.6,0,0,0,0,0,0.8,0,0,0,0.8,1,1,0,4,187,0.9264,0.9032258064516129,0.9032258064516129,4,1,1,1,1,0,0,0
2,R2_3,CB,74,182,23.364864864864863,0.37037037037037035,0.9259259259259259,0,9,2,,,,,,,,,,,,,,,,,,4,221,0.9164,0.9545454545454546,0.9545454545454546,0,1,,1,0,0,0,0
3,R2_3,RB,68,181,27.517949826989618,0.045454545454545456,0,0.8048780487804879,9,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,1,0,1,0,0,0
4,R1,TE,77,250,29.64243548659133,0.8333333333333334,0.75,0,4,0,,,,,,,,,,,,,,,,,,3,1464,0.8278,0.625,0.625,0,0,,1,0,0,0,0
5,R2_3,CB,71,184,25.659988097599683,0.4074074074074074,0.3333333333333333,0,6,1,,,,,,,,,,,,,,,,,,4,94,0.9549,1,1,0,1,,1,0,0,0,0
6,R1,QB,75,220,27.49511111111111,0.7368421052631579,0.7368421052631579,0,17,1,,,,,,,,,,,,,,,,,,4,91,0.9561,1,1,0,1,,1,0,0,0,0
7,R1,IDL,76,289,35.17434210526316,0.6521739130434783,0.782608695652174,0,14,2,,,,,,,,,,,,,,,,,,4,155,0.9321,1,1,0,1,,1,0,0,0,0
8,R2_3,WR,76,225,27.38486842105263,1,0.9459459459459459,0.8292682926829268,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,1,0,1,0,0,0
9,R4_5,ILB,73,240,31.66072433852505,0.9230769230769231,0.15384615384615385,0.9512195121951219,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0.8,0.8,1,2,3789,0.7533,0.032258064516129004,0.06451612903225806,0,0,0,1,1,0,0,0
10,R2_3,CB,70,205,29.41122448979592,0.896551724137931,0.10344827586206896,0.8048780487804879,7,2,1,0.02631578947368421,0.02631578947368421,1,0,0,0.9473684210526315,0.9210526315789473,0.9736842105263158,0,0,0,0,0,0.02631578947368421,0,0,3,1392,0.8311,0.5853658536585367,0.5853658536585366,1,0,1,1,1,0,0,0
11,R2_3,CB,74,182,23.364864864864863,0.3793103448275862,0.896551724137931,0,17,3,,,,,,,,,,,,,,,,,,4,221,0.9164,0.9512195121951219,0.9512195121951219,1,1,,1,0,0,0,0
12,R2_3,RB,68,181,27.517949826989618,0.05,0.025,0.8048780487804879,17,2,0.7241379310344828,0.034482758620689655,0.034482758620689655,0,0.034482758620689655,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,1,0,0,0
13,R1,TE,77,250,29.64243548659133,0.8636363636363636,0.8636363636363636,0.8292682926829268,8,1,0,0,0,0,1,1,0,0,0,0,0,0.9090909090909091,0,0,0,0,0.9090909090909091,3,1464,0.8278,0.6153846153846154,0.6153846153846154,1,0,1,1,1,0,0,0
14,R2_3,CB,71,184,25.659988097599683,0.39655172413793105,0.3275862068965517,0.8048780487804879,11,3,0.9736842105263158,0.02631578947368421,0.02631578947368421,0.9736842105263158,0,0,1,1,0.9736842105263158,0,0,0,1,0,0.02631578947368421,0,0,4,94,0.9549,0.975609756097561,0.975609756097561,1,1,1,1,1,0,0,0
15,R1,QB,75,220,27.49511111111111,0.7575757575757576,0.696969696969697,0.926829268292683,24,1,0,0.7058823529411765,0.5882352941176471,0,0,0,0,0,0,0.5294117647058824,0,0,0,0,0.7647058823529411,0.8823529411764706,0,4,91,0.9561,1,1,1,1,1,1,1,0,0,0
16,R1,IDL,76,289,35.17434210526316,0.5897435897435898,0.717948717948718,0.8048780487804879,24,3,0.9583333333333334,0,0,0.9583333333333334,0,0,1,0,0.9583333333333334,0,0.875,0,0,0,0,0,0,4,155,0.9321,1,1,1,1,1,1,1,0,0,0
17,R2_3,WR,76,225,27.38486842105263,0.9649122807017544,0.9122807017543859,0.8292682926829268,0,0,0,0,0,0,0.9714285714285714,0.9714285714285714,0,0,0,0,0,0.9714285714285714,0,0,0,0,0.9705882352941176,,,,,,,,1,0,1,0,0,0
18,R4_5,SAF,74,198,25.41891891891892,0.42105263157894735,0.8421052631578947,0.8048780487804879,11,2,0.9,0,0,1,0,0,0.9,1,0,0,0,0,1,0,0,0,0,3,804,0.8539,0.8421052631578947,0.8421052631578947,0,0,1,1,1,0,0,0
19,R1,ILB,76,250,30.42763157894737,0.9655172413793104,0.9482758620689655,0.8048780487804879,17,2,0.9210526315789473,0,0,0.868421052631579,0,0,1,0.9736842105263158,1,0,0.9473684210526315,0,0,0,0,0,0,4,37,0.9821,0.9772727272727273,0.9772727272727273,0,1,1,1,1,0,0,0
20,R2_3,ILB,75,250,31.244444444444444,0.9655172413793104,0.8448275862068966,0.8048780487804879,0,0,1,0,0,1,0,0,0.9736842105263158,1,0.9210526315789473,0,0.868421052631579,0,1,0,0,0,0,,,,,,,,1,0,1,0,0,0
21,R2_3,CB,70,205,29.41122448979592,0.9217391304347826,0.13043478260869565,0.8048780487804879,7,2,0.9130434782608695,0.028985507246376812,0.028985507246376812,0.8840579710144928,0.014492753623188406,0.014492753623188406,0,0,0,0,0,0,0.8840579710144928,0,0,0,0,3,1392,0.8311,0.5797101449275363,0.5652173913043478,2,0,1,1,1,0,0,0
22,R2_3,CB,74,182,23.364864864864863,0.43478260869565216,0.8782608695652174,0,24,4,,,,,,,,,,,,,,,,,,4,221,0.9164,0.9420289855072463,0.9420289855072463,2,1,,1,0,0,0,0
23,R1,TE,77,250,29.64243548659133,0.8518518518518519,0.7407407407407407,0.8536585365853658,11,1,0.5789473684210527,0.9473684210526315,0.9473684210526315,0.7894736842105263,1,1,0,0,0,0.9473684210526315,0,1,0,1,0,0,1,3,1464,0.8278,0.56,0.56,2,0,1,1,1,0,0,0
24,R2_3,CB,71,184,25.659988097599683,0.4608695652173913,0.28695652173913044,0.8048780487804879,16,3,0.9855072463768116,0.028985507246376812,0.028985507246376812,0.9855072463768116,0.014492753623188406,0.014492753623188406,0.9855072463768116,1,0,0,0,0,1,0,0,0,0,4,94,0.9549,0.9710144927536232,0.9710144927536232,2,1,1,1,1,0,0,0
25,R1,QB,75,220,27.49511111111111,0.7741935483870968,0.6129032258064516,0.926829268292683,31,1,0.918918918918919,0.7837837837837838,0.7567567567567568,0.9459459459459459,0.02702702702702703,0.02702702702702703,0,0,0,0.918918918918919,0,0,0,0.9459459459459459,1,1,0,4,91,0.9561,0.9574468085106383,0.9574468085106383,2,1,1,1,1,0,0,0
26,R1,IDL,76,289,35.17434210526316,0.5384615384615384,0.7051282051282052,0.8048780487804879,36,5,1,0,0,1,0,0,1,0.8888888888888888,1,0,1,0,0,0,0,0,0,4,155,0.9321,0.9622641509433962,0.9622641509433962,2,1,1,1,1,0,0,0
27,R2_3,WR,76,225,27.38486842105263,0.9784172661870504,0.9496402877697842,0.8292682926829268,0,0,0,0.028169014084507043,0.028169014084507043,0,0.9577464788732394,0.9436619718309859,0,0,0,0,0,0.9577464788732394,0,0,0,0,0.9577464788732394,,,,,,,,1,0,1,0,0,0
28,R2_3,WR,69,176,25.98781768536022,0.2302158273381295,0.09352517985611511,0.8536585365853658,15,2,0,0.9577464788732394,0.9436619718309859,0,0.971830985915493,0.971830985915493,0,0,0,0.9295774647887324,0,0.9577464788732394,0,0.9577464788732394,0,0,0.971830985915493,4,313,0.895,0.8795180722891567,0.8795180722891566,1,1,1,1,1,0,0,0
29,R4_5,SAF,74,198,25.41891891891892,0.5714285714285714,0.9142857142857143,0.8048780487804879,12,3,1,0,0,1,0,0,0.9615384615384616,0.9615384615384616,0,0,0,0,1,0,0,0,0,3,804,0.8539,0.7777777777777778,0.7777777777777778,1,0,1,1,1,0,0,0
30,R4_5,RB,69,198,29.236294896030245,0.37037037037037035,0.14814814814814814,0.8536585365853658,7,0,0,1,1,0,0.8913043478260869,0.9565217391304348,0,0,0,0.9782608695652174,0,0,0,0.9347826086956522,0,0,0,4,99,0.9537,0.98,0.98,1,1,1,1,1,0,0,0
31,R1,ILB,76,250,30.42763157894737,0.963963963963964,0.954954954954955,0.8048780487804879,24,2,0.671875,0,0,0.640625,0,0,0.78125,0,0.875,0,0.875,0,0,0,0,0,0,4,37,0.9821,0.9710144927536232,0.9710144927536232,1,1,1,1,1,0,0,0
32,R4_5,IDL,75,305,38.11822222222222,0.782051282051282,0.5,0.8048780487804879,19,2,0.8666666666666667,0,0,0.9333333333333333,0,0,0.9111111111111111,0,0.7555555555555555,0,0.9555555555555556,0,0,0,0,0,0,4,39,0.9817,1,1,1,1,1,1,1,0,0,0
33,R1,ILB,75,240,29.994666666666667,0.8558558558558559,0.8018018018018018,0.7804878048780488,4,1,0.796875,0,0,0.765625,0,0,0.78125,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,1,0,0,0
34,R1,ILB,75,245,30.619555555555557,0.9099099099099099,0.8018018018018018,0.8048780487804879,15,0,1,0,0,1,0,0,0.984375,0,0.96875,0,1,0,0,0,0,0,0,5,5,0.9982,1,1,0,1,1,1,1,0,0,0
35,R2_3,ILB,75,250,31.244444444444444,0.963963963963964,0.8018018018018018,0.8048780487804879,1,0,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0
36,R2_3,CB,73,192,25.328579470820042,0.6869565217391305,0.6695652173913044,0.8048780487804879,24,4,0.855072463768116,0.028985507246376812,0.028985507246376812,0.8985507246376812,0.014492753623188406,0.014492753623188406,0,0.8115942028985508,0,0,0,0,0,0,0,0,0,4,42,0.9784,1,1,0,1,1,1,1,0,0,1
37,R4_5,RB,71,195,27.194009125173576,0.30864197530864196,0.4444444444444444,0.8536585365853658,6,0,0.8913043478260869,0.717391304347826,0.6086956521739131,0.9130434782608695,0.8695652173913043,0.8478260869565217,0,0,0,0.32608695652173914,0,0,0,0.6956521739130435,0,0,0,3,1614,0.828,0.54,0.62,0,0,0,1,1,0,0,0
38,R2_3,WR,69,180,26.578449905482042,0.26618705035971224,0.09352517985611511,0.9512195121951219,4,1,0,1,0.9859154929577465,0,1,0.9859154929577465,0,0,0,0.9859154929577465,0,1,0,0.9859154929577465,0,0,1,4,229,0.9123,0.9518072289156626,0.9518072289156626,0,1,1,1,1,0,0,0
39,R6_7,RB,70,205,29.41122448979592,0.48148148148148145,0.2962962962962963,0.8292682926829268,1,0,0,0.30434782608695654,0.32608695652173914,0,0.021739130434782608,0.021739130434782608,0,0,0,0.2608695652173913,0,0,0,0,0,0,0,3,2113,0.8064,0.4,0.38,0,0,0,1,1,0,0,0
40,R2_3,ILB,75,240,29.994666666666667,0.8558558558558559,0.8018018018018018,0.8048780487804879,17,3,0.609375,0,0,0.640625,0,0,0.78125,0,0,0,0,0,0,0,0,0,0,4,144,0.9391,0.927536231884058,0.9420289855072463,0,1,1,1,1,0,0,0
41,R2_3,CB,70,205,29.41122448979592,0.8980582524271845,0.12682926829268293,0.8048780487804879,8,2,1,0.01098901098901099,0.01098901098901099,1,0,0,0.967032967032967,0.6153846153846154,1,0,0,0,1,0,0,0,0,3,1392,0.8311,0.5546875,0.484375,3,0,1,1,1,0,0,0
42,R6_7,SAF,71,202,28.170204324538783,0.7777777777777778,0.2222222222222222,0.8048780487804879,0,0,0.34375,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,1,0,0,0
43,R2_3,WR,69,176,25.98781768536022,0.18861209964412812,0.05693950177935943,0.8536585365853658,21,2,0,0.9702970297029703,0.9504950495049505,0,0.9900990099009901,1,0,0,0,0.9504950495049505,0,1,0,0,0,0,0.9696969696969697,4,313,0.895,0.8865248226950355,0.8865248226950354,2,1,1,1,1,0,0,0
44,R4_5,RB,69,198,29.236294896030245,0.3873239436619718,0.14788732394366197,0.8536585365853658,11,1,0,0.8987341772151899,0.9367088607594937,0,0.9367088607594937,0.9367088607594937,0,0,0,0.9113924050632911,0,0.8607594936708861,0,0.9367088607594937,0,0,0.92,4,99,0.9537,0.975609756097561,0.975609756097561,2,1,1,1,1,0,0,0
45,R1,ILB,76,250,30.42763157894737,0.9359605911330049,0.9310344827586207,0.8048780487804879,27,3,0.9888888888888889,0,0,0.9888888888888889,0,0,0.9888888888888889,0.9555555555555556,0.9888888888888889,0,1,0,0,0,0,0,0,4,37,0.9821,0.981651376146789,0.981651376146789,2,1,1,1,1,0,0,0
46,R4_5,IDL,75,305,38.11822222222222,0.8409090909090909,0.4090909090909091,0.8048780487804879,23,2,0.9714285714285714,0,0,1,0,0,0.9428571428571428,0.9142857142857143,0.9857142857142858,0,0.8571428571428571,0,0,0,0,0,0,4,39,0.9817,0.9797979797979798,0.9797979797979798,2,1,1,1,1,0,0,0
47,R2_3,ILB,73,230,30.34152749108651,0.6748768472906403,0.3645320197044335,0.8048780487804879,27,1,0.9111111111111111,0,0,0.8888888888888888,0,0,0.9111111111111111,0.9,0.9,0,0.8555555555555555,0,0,0,0,0,0,3,529,0.8763,0.8073394495412844,0.8165137614678899,1,0,1,1,1,0,0,1
48,R2_3,ILB,75,238,29.744711111111112,0.8177339901477833,0.7733990147783252,0.8048780487804879,27,1,0.9666666666666667,0,0,0.9555555555555556,0,0,0.9444444444444444,0.9777777777777777,0.9333333333333333,0,0.9888888888888889,0,0.9777777777777777,0,0,0,0,4,220,0.9167,0.8899082568807339,0.8899082568807339,1,1,1,1,1,0,0,1
49,R2_3,CB,72,195,26.44386574074074,0.7135922330097088,0.4975609756097561,0.8048780487804879,24,5,0.8681318681318682,0.01098901098901099,0.01098901098901099,0.9010989010989011,0,0,0.7802197802197802,0.8571428571428571,0,0,0,0,0,0,0,0,0,4,187,0.9256,0.9296875,0.9296875,1,1,1,1,1,0,0,0
50,R1,ILB,75,245,30.619555555555557,0.896551724137931,0.7733990147783252,0.8048780487804879,21,0,1,0,0,1,0,0,1,0.9888888888888889,0.9555555555555556,0,0.9777777777777777,0,0,0,0,0,0,5,5,0.9982,1,1,1,1,1,1,1,0,0,0
51,R2_3,IDL,77,265,31.42098161578681,0.3465909090909091,0.8579545454545454,0.8048780487804879,7,0,1,0,0,0.9857142857142858,0,0,1,0.9142857142857143,1,0,0.9285714285714286,0,0,0,0,0,0,3,1827,0.8194,0.33333333333333337,0.3333333333333333,1,0,0,1,1,0,0,0
52,R6_7,ILB,72,244,33.088734567901234,0.8817733990147784,0.16748768472906403,0.8048780487804879,0,0,0.022222222222222223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,0,1,0,0,0
53,R4_5,WR,75,220,27.49511111111111,0.9572953736654805,0.7935943060498221,0.8292682926829268,7,3,0,0.0297029702970297,0.0297029702970297,0,0.9405940594059405,0.8811881188118812,0,0,0,0,0,0.9306930693069307,0,0,0,0,0.9191919191919192,4,304,0.8992,0.8936170212765957,0.900709219858156,1,1,1,1,1,0,0,0
54,R2_3,CB,73,192,25.328579470820042,0.6650485436893204,0.6878048780487804,0,8,1,,,,,,,,,,,,,,,,,,4,42,0.9784,0.9765625,0.984375,1,1,,1,0,0,0,1
55,R2_3,QB,73,205,27.043535372490147,0.45263157894736844,0.16842105263157894,0.926829268292683,0,0,0,0.9666666666666667,0.8666666666666667,0,0.06666666666666667,0.06666666666666667,0,0,0,0.8666666666666667,0,0,0,0.8333333333333334,0.8666666666666667,0.8333333333333334,0,4,63,0.969,1,1,1,1,1,1,1,0,0,0
56,R4_5,WR,71,184,25.659988097599683,0.33451957295373663,0.23487544483985764,0.8536585365853658,22,3,0.8217821782178217,0.8613861386138614,0.8415841584158416,0.7524752475247525,0.9504950495049505,0.9504950495049505,0.9603960396039604,0,0,0.7821782178217822,0,0.9405940594059405,0,0,0,0,0.9393939393939394,4,288,0.9023,0.9078014184397163,0.9078014184397163,1,1,1,1,1,0,0,0
57,R2_3,TE,76,242,29.45394736842105,0.6532258064516129,0.4596774193548387,0.8292682926829268,22,2,0,0,0,0,0.9642857142857143,0.8571428571428571,0,0,0,0,0,0.75,0,0,0,0,0.7777777777777778,,,,,,,,1,0,1,0,0,0
58,R4_5,RB,71,195,27.194009125173576,0.323943661971831,0.4859154929577465,0.8536585365853658,8,2,0.6962025316455697,0.9873417721518988,0.9873417721518988,0.7341772151898734,1,1,0,0,0,0.9873417721518988,0,1,0,1,0,0,0.9733333333333334,3,1614,0.828,0.5609756097560976,0.524390243902439,1,0,0,1,1,0,0,0
59,R2_3,IDL,77,310,36.75662000337325,0.8693181818181818,0.8579545454545454,0.8048780487804879,46,7,0.9142857142857143,0,0,0.9285714285714286,0,0,0.9857142857142858,0.9857142857142858,0.9142857142857143,0,0.9857142857142858,0,0,0,0,0,0,4,176,0.9298,0.9393939393939394,0.9393939393939394,1,1,1,1,1,0,0,0
60,R2_3,WR,69,180,26.578449905482042,0.22419928825622776,0.05693950177935943,0.8536585365853658,4,1,0.6732673267326733,0.8514851485148515,0.8316831683168316,0.7524752475247525,0.8910891089108911,0.7920792079207921,0,0,0,0.900990099009901,0,0.8415841584158416,0,0,0,0,0.8282828282828283,4,229,0.9123,0.9290780141843972,0.9290780141843972,1,1,1,1,1,0,0,0
61,R4_5,RB,71,220,30.68042055147788,0.7816901408450704,0.4859154929577465,0.8536585365853658,4,1,1,0.6708860759493671,0.5443037974683544,1,0.8860759493670886,0.7848101265822784,1,1,1,0.46835443037974683,0,0.8607594936708861,0,0,0,0,0.8933333333333333,2,3659,0.7397,0.08536585365853655,0.012195121951219513,1,0,0,1,1,0,0,0
62,R6_7,RB,70,205,29.41122448979592,0.5140845070422535,0.30985915492957744,0.8536585365853658,1,0,0,0.8607594936708861,0.7721518987341772,0,0.8227848101265823,0.810126582278481,0,0,0,0.7848101265822784,0,0,0,0.7848101265822784,0,0,0,3,2113,0.8064,0.4024390243902439,0.35365853658536583,1,0,0,1,1,0,0,0
63,R2_3,ILB,75,240,29.994666666666667,0.8275862068965517,0.7733990147783252,0.8048780487804879,24,4,0.9333333333333333,0,0,0.9333333333333333,0,0,0.9333333333333333,0,0.9666666666666667,0,0,0,0,0,0,0,0,4,144,0.9391,0.9357798165137614,0.9357798165137615,1,1,1,1,1,0,0,0
64,R6_7,WR,72,185,25.087770061728396,0.3416370106761566,0.3594306049822064,0.8536585365853658,14,3,0.6732673267326733,0.9504950495049505,0.9405940594059405,0.7524752475247525,0.7623762376237624,0.6633663366336634,0,0,0,0.9306930693069307,0,0,0,0,0,0,0,3,750,0.8635,0.7163120567375887,0.7092198581560284,1,0,1,1,1,0,0,0
65,R1,EDGE,77,250,29.64243548659133,0.5370370370370371,0.9074074074074074,0.8048780487804879,13,2,0.9615384615384616,0,0,0.9615384615384616,0,0,0.9615384615384616,1,1,0,0.9615384615384616,0,0,0,0,0,0,5,2,0.9987,1,1,0,1,1,1,1,0,0,0
66,R2_3,IDL,76,290,35.296052631578945,0.6590909090909091,0.6477272727272727,0.8048780487804879,20,2,0.9571428571428572,0,0,0.9428571428571428,0,0,0.9428571428571428,0,0.9142857142857143,0,0.9857142857142858,0,0,0,0,0,0,5,16,0.9919,1,1,0,1,1,1,1,0,0,0
67,R1,WR,74,188,24.135135135135137,0.45907473309608543,0.6476868327402135,0.8292682926829268,40,8,0.8217821782178217,0.0297029702970297,0.0297029702970297,0.9306930693069307,0.7821782178217822,0.6534653465346535,0,0,0,0,0,0.7326732673267327,0,0,0,0,0.7272727272727273,4,82,0.9621,0.9645390070921985,0.9645390070921985,0,1,1,1,1,0,0,0
68,R2_3,CB,73,210,27.70313379620942,0.9563106796116505,0.6878048780487804,0.8048780487804879,11,1,0.945054945054945,0.01098901098901099,0.01098901098901099,0.9230769230769231,0,0,0.7802197802197802,0.9340659340659341,0,0,0,0,0.945054945054945,0,0,0,0,4,55,0.9727,0.9453125,0.9453125,0,1,1,1,1,0,0,1
69,R1,CB,71,195,27.194009125173576,0.7135922330097088,0.28292682926829266,0.8048780487804879,24,5,0.945054945054945,0.01098901098901099,0.01098901098901099,0.978021978021978,0,0,0,0.7692307692307693,0,0,0,0,0.8131868131868132,0,0,0,0,4,126,0.9441,0.9375,0.9375,0,1,1,1,1,0,0,0
70,R1,CB,72,192,26.037037037037038,0.6650485436893204,0.4975609756097561,0.8292682926829268,24,3,0.8901098901098901,0.01098901098901099,0.01098901098901099,0.8681318681318682,0.989010989010989,0.989010989010989,0.978021978021978,0.8241758241758241,0,0,0,0,0.8131868131868132,0,0,0,0,5,14,0.9926,1,1,0,1,1,1,1,0,0,1
